tour_id|tour_user_id|tour_name|tour_description|tour_starter_point|URL|tour_price|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
114 |38 |Ascenso Al Volcan Activo Lascar |  Paisajes unicos con rutas especiales no tradicionales.  Grupos pequeños 4 pasajeros por guia.   Turismo no masivo.   |  Reunion en oficina uno o dias antes de la excursion para presentarse con el guia y ver el equipo.  Para la salida pasamos en la mañana a la hora fijada el dia anterior, a su hotel.   Al regreso terminamos en el hotel o centro si prefieren.   |ascenso-al-volcan-activo-lascar |120000 |120000 |2019-08-15 |2021-12-31 |2019-08-19 13:17:18 |2019-12-23 13:45:27 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |120000 |120000 |72 |2 |2019-10-23 |Ascent to Lascar Active Volcano |auto |120000 |NULL |Español,Inglés |05:00 |100p-7days |0 |Antofagasta |Cumbres6000 |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
115 |48 |City Tour Santiago |  La visita a la ciudad es un recorrido por las zonas históricas,  comerciales y residenciales de Santiago. Visita a los patios del Palacio  de Gobierno “La Moneda”, vista de centro histórico con la Plaza de  Armas, la Catedral, el Correo Central, La Municipalidad, etc. Luego se  transita por la principal avenida de la ciudad “La Alameda”, vista del  Parque Forestal y el cerro San Cristóbal y el bohemio barrio Bellavista.  Más tarde se continúa por las zonas residenciales y comerciales  modernas, sectores que llegan hasta los pies de la Cordillera de los  Andes. Nuevos barrios como Santa María de Manquehue, Las Condes y  Vitacura se mezclan con sectores de avanzada arquitectura como el Barrio  El Golf.   |  Pick up será en hoteles informados por los pasajeros.  <i>Área de  Hoteles de las comunas de Santiago Centro, Providencia, Las Condes, Vitacura.</i>   <i>Salidas Diarias.</i>    |city-tour-santiago |20000 |10000 |2019-08-18 |2021-12-31 |2019-08-19 15:19:07 |2020-01-31 19:10:51 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |20000 |10000 |72 |2 |2020-01-31 |Santiago City Tour |auto |20000 |4 |Español,Inglés |08:30 |100p-7days |0 |Metropolitana De Santiago |Andariego DMC-Chile |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |1
116 |38 |Trekking Machuca - Rio Grande |Un trekking en descenso de 4.000 a 3.200 msnm, lo que permita ver diversa flora y fauna. Llaretas, bofedales, vegas, patos, gansos andinos, flamencos y mas....   |  Pasamos por los pasajeros a las 08:00am en su hotel.   Salimos direccion norte camino del geiser del Tatio hasta Machuca a 50 km de distancia y una altura de 4.000 msnm.   Para el termino del trekking los esperamos en el pueblo de Rio a una altura de 3.200 msnm y regresamos a San Pedro en una hora.   |trekking-machuca-rio-grande |120000 |120000 |2019-08-25 |2022-12-31 |2019-08-19 15:29:00 |2019-12-23 13:14:17 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |120000 |120000 |24 |3 |2019-10-23 |Trekking Machuca - Rio Grande |auto |120000 |8 |Español,Inglés |08:00 |100p-7days |0 |Antofagasta |Cumbres6000 |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
117 |48 |Tour Valparaiso y Viña del Mar |  Cruzamos los  fértiles valles de Curacaví y Casablanca.   Vista de la ciudad de Valparaíso desde los miradores en lo cerros que rodean la bahía  El centro histórico de esta ciudad-puerto fue  declarado  Patrimonio de la Humanidad , su arquitectura le confiere una  marcada personalidad y realza su atractivo turístico.   Visitaremos también la vecina ciudad-balneario de Viña del Mar hasta la Playa de Reñaca.   |  El pick up será en hotel informado por el pasajero.   Importante:  Los hoteles deben estar en la zona de Santiago Centro, Providencia, Las Condes o Vitacura.  Salidas diarias.   |tour-valparaiso-y-vina-del-mar |34000 |17000 |2019-08-01 |2021-12-31 |2019-08-19 15:33:45 |2020-02-10 10:14:00 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |34000 |17000 |72 |2 |2019-10-24 |Valparaiso and Viña del Mar Tour |auto |34000 |NULL |Español,Inglés |08:00 |100p-7days |0 |Valparaíso |Andariego DMC-Chile |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
118 |38 |Ascenso Al Volcan Pili Tour |  En este tour se puede apreciar la cantidad de montañas y volcanes que hay en el altiplano lagunas de colores turquesa y blancas, animales como vicuñas, zorros andinos, gaviotas andinas y flamencos, especialmente ne salar de Pujsa.   |  Retiramos los pasajeros desde su hotel y nos vamos a la base del volcan a 4.600 msnm.   |ascenso-al-volcan-pili-tour |300000 |300000 |2019-08-26 |2020-12-31 |2019-08-19 16:28:38 |2020-01-09 15:33:24 |2 |1 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |300000 |300000 |72 |2 |2019-10-23 |Ascent to Volcan Pili Tour |auto |300000 |NULL |Español |08:00 |100p-7days |0 |Antofagasta |Cumbres6000 |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
119 |38 |Tour Ascenso Al Volcan Pili |  En este tour se puede apreciar la cantidad de montañas y volcanes que hay en el altiplano lagunas de colores turquesa y blancas, animales como vicuñas, zorros andinos, gaviotas andinas y flamencos, especialmente ne salar de Pujsa.   |  Retiramos los pasajeros desde su hotel y nos vamos a la base del volcan a 4.600 msnm.   |tour-ascenso-al-volcan-pili |300000 |300000 |2019-08-26 |2022-12-31 |2019-08-19 16:37:25 |2020-04-06 08:55:09 |2 |1 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |300000 |300000 |72 |2 |2020-04-06 |Ascent Tour to Pili Volcano |auto |300000 |NULL |Español |08:00 |100p-7days |0 |Antofagasta |Cumbres6000 |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
120 |42 |Ventisquero Queulat Full Day |  Acompáñanos en un recorrido importante de la Carretera Austral Norte en un programa Full Day para conocer este imponente ventisquero enclavado en las montañas del Parque Nacional Queulat.   |  Coyhaique   |ventisquero-queulat-full-day |68000 |68000 |2019-09-01 |2021-12-31 |2019-08-19 20:13:06 |2020-04-20 17:40:57 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |68000 |68000 |72 |2 |2019-10-24 |Queulat Full Day snowdrift |auto |68000 |NULL |Español,Inglés |06:30 |100p-7days |0 |Aisén Del Gral. Carlos Ibáñez Del Campo |PATAGONIA BLUE |Turismoi - E-Comerce |11 |0 |0 |1 |0 |0 |1
121 |52 |Tour Borde Lago Gral. Carrera Mas Parque Nacional Queulat |  Ven a disfrutar unos de los tours mas completos y con las maravillas de Carretera Austral, donde podrás descansar y disfrutar de un fin de semana merecido, te esperamos no te quedes en casa.   |  Tour comienza desde Coyhaique hasta las 13:00 hrs o desde el aeropuerto Balmaceda a las 14:30 hrs.   |tour-borde-lago-gral-carrera-mas-parque-nacional-queulat |836500 |836500 |2019-09-05 |2022-12-31 |2019-08-19 22:42:07 |2019-12-23 13:49:07 |5 |4 |unpublished |lodge |NULL |El engaño - Green Baker Lodge - Terra Luna - Patagonia Dream o Diego de Almagro |0 |25 |0 |0 |1 |836500 |836500 |48 |2 |2019-10-24 |Tour Edge Lake Gral. Carrera Mas Queulat National Park |auto |836500 |NULL |Español |13:00 |100p-7days |0 |Aisén Del Gral. Carlos Ibáñez Del Campo |fotosur patagonia |Turismoi - E-Comerce |3 |0 |0 |0 |0 |0 |0
122 |51 |Parque Nacional Lauca y Lago Chungará |Visita el  Parque Lauca y Lago Chungará  en un Full Day a 4.500msnm considerado un tour de aventura y naturaleza.  |  Desde el domicilio en  Arica  (hoteles y particulares).  Coordinar con el operador.   Dias de operación: de Martes, Jueves, Sabado y  Domingo    |parque-nacional-lauca-y-lago-chungara |48000 |48000 |2019-12-01 |2022-12-31 |2019-08-20 15:30:18 |2022-06-01 11:51:55 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |48000 |48000 |24 |1 |2020-01-31 |Lauca National Park and Lake Chungará |auto |48000 |NULL |Español |07:00 |100p-7days |5 |Arica Y Parinacota |Orange Travel Service |Turismoi - E-Comerce |59 |22 |0 |1 |0 |2 |25
123 |52 |Patagonia Premium |En los programas encontraras un territorio rico en naturaleza y aventura en el extremo sur de Chile, con una amplia diversidad de paisajes y climas, que van desde la estepa de la pampa patagónica, hasta los bosques siempre verdes y andino patagónicos, pasando por lagos, ríos, fiordos y hielos milenarios. |EL TOUR COMIENZA CON RECOGIDA EN EL AEROPUERTO DE BALMACEDA.  |patagonia-premium |1730000 |1730000 |2019-09-22 |2020-04-11 |2019-08-21 17:18:06 |2019-08-21 17:18:07 |7 |6 |unpublished |lodge |NULL |termas de puyuhuapi lodge - hotel loberias de chacabuco - Dreams Patagonia o Diego De Almagro |0 |25 |0 |0 |0 |1730000 |1730000 |72 |2 |NULL |Premium Patagonia |auto |1730000 |NULL |Español |08:00 |100p-7days |0 |Aisén Del Gral. Carlos Ibáñez Del Campo |fotosur patagonia |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
124 |23 |Full Day Tierra del Fuego - Pinguino Rey |  Disfruta de la aventura y revive la historia navegando por el estrecho de Magallanes, para llegar a la ciudad de Porvenir, capital de la Isla Tierra del Fuego, en donde se pueden apreciar impactantes paisajes naturales, y desde el primer momento entrar en contacto con la pampa inabarcable, su hermosa y diversa fauna, salpicada de guanacos, estancias ovejeras y un mar gélido y gris, hogar del segundo pingüino más grande del mundo, el pingüino rey, quien por razones desconocidas ha comenzado a emigrar a esta zona y puede ser observado libremente por los turistas.  Conoceremos hermosos lugares historicos como la Villa de Cerro Sombrero y la Estancia San Gregorio.   |  Hoteles/Hostales en Punta Arenas.   |full-day-tierra-del-fuego-pinguino-rey |60000 |50000 |2019-08-22 |2021-12-31 |2019-08-22 08:57:23 |2019-12-26 14:09:11 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |60000 |50000 |48 |1 |2019-10-24 |Full Day Tierra del Fuego - King Penguin |auto |60000 |NULL |Español,Inglés |07:30 |100p-7days |1 |Magallanes Y De La Antártica Chilena |Turismo PatagoniaFull |Turismoi - E-Comerce |7 |1 |0 |1 |0 |2 |2
125 |40 |Torneo Paintball Cajón del Maipo |  Torneo de Estrategia a Aventura, Cancha panorámica orilla de Río.  Desafía a tus amigos en un torneo de balas de pintura en medio de la naturaleza característica del Cajón del Maipo.   |  Iniciamos en nuestra base Andes Soul, ubicada en camino al volcán km 40.5 Melocotón, San josé de Maipo.   |torneo-paintball-cajon-del-maipo |15000 |15000 |2019-08-23 |2021-12-31 |2019-08-23 11:16:23 |2019-10-23 18:21:36 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |15000 |15000 |1 |6 |2019-10-23 |Paintball tournament Cajón del Maipo |auto |15000 |1 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Metropolitana De Santiago |ANDES SOUL |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
126 |54 |Ascenso Al Cráter del Volcán Villarrica |  El ascenso al cráter de uno de los volcanes mas activos de Sudamérica, es la mejor actividad que puedes realizar en Pucón.  Desde ahí, si tienes suerte, puedes ver la actividad de la lava y/o como se crea su fumarola permanente.   Además podrás apreciar una vista panorámica de la zona, observando los volcanes y lagos de los alrededores.   |  O´Higgins 560, Pucón.  Coordinar con el operador.   |ascenso-al-crater-del-volcan-villarrica |110000 |110000 |2019-08-26 |2021-12-31 |2019-08-23 14:11:35 |2020-04-20 10:29:33 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |110000 |110000 |24 |2 |2020-01-09 |Ascent to the Crater of Villarrica Volcano |auto |110000 |NULL |Español,Inglés |06:30 |100p-7days |0 |De La Araucanía |Amulen-Ko Turismo |Turismoi - E-Comerce |1 |0 |0 |1 |0 |0 |0
127 |60 |Puerto de San Antonio a Santiago |  Al llegar a San Antonio en un crucero, generalmente las personas desconocen los atractivos de lugar, los invitamos a descubrir el mejor sauvignon blanc de Chile, premiado dos veces como  el mejor del mundo ,  y descubrir el arte, arquitectura, poesía de este maravilloso litoral, fuente de inspiración para importantes poetas chilenos.   |  Puerto de San Antonio.   Dias de operación: de Lunes a Domingo    |puerto-de-san-antonio-a-santiago |160000 |160000 |2019-09-22 |2022-12-31 |2019-08-23 22:30:40 |2022-02-21 13:27:22 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |160000 |160000 |72 |2 |2019-10-24 |Port of San Antonio to Santiago |auto |160000 |6 |Español,Inglés |09:00 |100p-7days |0 |Valparaíso |Wine Wein Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
128 |51 |Pueblo de Socoroma y Termas de Jurasi |  Disfruta de aguas termales en medio del desierto.   Las aguas de Jurasi oscilan entre los 40° y 50° de temperatura ubicándose a 4.200 m.s.n.m.   Cuenta con dos piscinas adaptadas, una al aire libre y otra bajo techo, además de 3 pozos de barro medicinal y estético que promete curar los dolores reumáticos.   Cuenta la leyenda que las termas pertenecían a una princesa inca que tenía el don de no envejecer gracias a sus baños secretos, es un punto turístico muy concurrido en la región, por lo que se recomienda visitarlas en tours autorizados y con vehículos todo terreno.   |  Desde el alojamiento (Hotel o casas particulares).   |pueblo-de-socoroma-y-termas-de-jurasi |45000 |35000 |2019-08-20 |2021-12-31 |2019-08-24 10:59:30 |2020-12-23 13:17:31 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |45000 |35000 |48 |2 |2020-01-31 |Village of Socoroma and Termas de Jurasi |auto |45000 |NULL |Español |08:00 |100p-7days |1 |Arica Y Parinacota |Orange Travel Service |Turismoi - E-Comerce |2 |1 |0 |0 |0 |3 |1
129 |51 |Arica: Cuevas de Anzota- Half Day |  Primer  Bus Panorámico  en la ciudad de Arica.   |   Desde Arica.  Plaza Colón con 7 de junio.  Coordinar con el operador.   Duración: 4 horas    Dias de operación: de Martes a Domingo    Temporada: De Febrero a Marzo    |arica-cuevas-de-anzota-half-day |13333 |13333 |2019-08-20 |2022-12-31 |2019-08-24 12:18:41 |2022-02-21 11:27:11 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |13333 |13333 |24 |1 |2020-01-10 |Arica: Anzota Caves- Half Day |auto |13333 |3 |Español |10:00 |100p-7days |0 |Arica Y Parinacota |Orange Travel Service |Turismoi - E-Comerce |22 |3 |1 |0 |0 |0 |4
130 |46 |Rafting y Kayak |  Te ofrecemos la emoción del Turismo Aventura en la Cuenca del Lago Ranco.   |  Calle Principal de Puerto Nuevo esquina Cruce Coique, La Unión.    |rafting-y-kayak |25000 |25000 |2019-11-15 |2021-12-31 |2019-08-24 13:35:34 |2019-12-23 15:55:32 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |25000 |25000 |48 |1 |2019-10-24 |Rafting and Kayak |auto |25000 |3 |Español,Inglés |09:00 |100p-7days |0 |De Los Ríos |Rio Bueno Expediciones |Turismoi - E-Comerce |6 |0 |0 |0 |0 |0 |0
131 |62 |Ascenso Al Nevado de Chillan |  Increible experiencia en los andes del sur de Chile!   ¡La región de Ñuble te va a encantar por sus busques y su gente!   |  Valle Las Trancas, puede ser en nuestra oficina ubicada en el km71,8 o bien se puede pasar a buscar al pasajero a su lugar de alojamiento.  En caso de querer transporte desde alguna ciudad, favor contactarnos.   Dias de operación: de Lunes a Domingo    |ascenso-al-nevado-de-chillan |150000 |150000 |2019-08-24 |2022-12-31 |2019-08-26 10:34:11 |2022-02-21 13:44:27 |3 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |150000 |150000 |24 |2 |2019-10-24 |Ascent to the Snowy of Chillan |auto |150000 |NULL |Español,Inglés |12:00 |100p-7days |0 |Del Biobío |Rukapali Adventours |Turismoi - E-Comerce |8 |0 |0 |0 |0 |0 |0
132 |49 |Mar en Llamas - Día Completo |  En la mitología Lafkenche, Isla Mocha o Amuchra, para sus habitantes ancestrales, este territorio insular representaba el lugar donde las almas descansan; nosotros buscamos rescatar ese mensaje.   Nuestro tour en  Mar en Llamas , más emblemático y solicitado, tiene un atractivo único y mágico, el encendido del fuego sobre el mar, que te permite sentir como los 4 elementos, el viento, el agua, la tierra y el fuego, estos te rodean e inundan tu espíritu, que busca descanso y reconexión en Isla Mocha.    |  Nuestro transporte recoge a los pasajeros en su lugar de alojamiento para llevarlos rumbo al acceso norte a la Reserva Nacional Isla Mocha, lugar donde inicia la caminata.   |mar-en-llamas-dia-completo |40000 |35000 |2019-09-01 |2021-12-31 |2019-08-27 02:20:11 |2019-12-23 13:50:52 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |47000 |43000 |48 |1 |2019-10-24 |Sea in Flames - Full Day |auto |40000 |1 |Español,Inglés |10:00 |100p-7days |0 |Del Biobío |Isla Mocha Indómita Tour Operador |Turismoi - E-Comerce |2 |0 |0 |0 |0 |0 |0
133 |31 |Bienvenido a Valparaíso |  Tour guiado por el sector histórico y patrimonial de Valparaíso. Incluye los cerros Alegre y Concepción, dos ascensores y el barrio puerto.   El tour se enfoca en la historia contada por las calles, las casas, los monumentos, las escaleras y los coloridos y espectaculares murales de la ciudad. Cada rincón tiene detalles y cada detalle cuenta una historia, historias que se entrelazan y confluyen en un sólo magnífico y colorido paisaje.   |  Arco Británico, 1559, Brasil 1509, Valparaíso.   |bienvenido-a-valparaiso |12000 |5000 |2019-09-04 |2021-12-31 |2019-08-28 10:53:43 |2019-12-26 16:02:00 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |12000 |5000 |36 |2 |2019-10-23 |Welcome to Valparaíso |auto |12000 |3 |Español,Inglés |10:00 |100p-7days |0 |Valparaíso |Alvaritours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
134 |52 |Valle Lunar y Parque Patagonia |  En los programas encontraras un territorio rico en naturaleza y aventura en el extremo sur de Chile, con una amplia diversidad de paisajes y climas, que van desde la estepa de la pampa patagónica, hasta los bosques siempre verdes y andino patagónicos, pasando por lagos, ríos, fiordos y hielos milenarios.   |  Saliendo desde Coyhaique a las  17:00 pm.   Retirándolo el el hotel o alojamiento donde se encuentren.   |valle-lunar-y-parque-patagonia |280000 |280000 |2019-09-20 |2022-12-31 |2019-08-28 14:09:41 |2019-12-23 13:25:35 |3 |2 |unpublished |otro |NULL |CABAÑAS EL ENGAÑO |0 |25 |0 |0 |0 |280000 |280000 |48 |2 |2019-10-24 |Lunar Valley and Patagonia Park |auto |280000 |NULL |Español |13:00 |100p-7days |0 |Aysén |fotosur patagonia |Turismoi - E-Comerce |-1 |0 |0 |1 |0 |0 |1
135 |41 |Metrotour Valparaíso: Inmersión Entre el Valle y la Costa |  El metro es uno de los transportes más simbólicos de las ciudades modernas. Nueva York, Tokio, Moscú, Santiago de Chile, son simples ejemplos.   Valparaíso también posee un cómo y tranquilo servicio de metro con solo dos vagones.   En este Metro Tour podrá obtener lindas y variadas vistas de lo que constituye Valparaíso como región.   Aunque es conocida por ser puerto y litoral de playa, en este tour conocerá el Valparaíso más personal más allá de la postal sin renunciar a excelentes fotografías y almorzaremos en un sitio local de Limache.    |  Estación Puerto. Metro de Valparaíso.   Recojo en hotel (opcional).   |metrotour-valparaiso-inmersion-entre-el-valle-y-la-costa |15000 |NULL |2019-09-01 |2021-12-31 |2019-08-28 16:07:57 |2019-12-23 16:04:28 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |15000 |NULL |2 |1 |2019-10-24 |Metrotour Valparaíso: Immersion Between the Valley and the Coast |auto |15000 |6 |Español,Inglés |10:00 |100p-7days |0 |Valparaíso |Still Travelling |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
136 |52 |Tour Full Day Laguna San Rafael |Viva esta experiencia desde la comodidad de nuestro moderno catamarán dotado de las máximas condiciones de seguridad, junto a un servicio a bordo que nos distingue. |RETIRO EN EL HOTEL O LUGAR DE ALOJAMIENTO |tour-full-day-laguna-san-rafael |300000 |300000 |2019-08-02 |2020-04-27 |2019-08-28 16:18:56 |2019-09-02 16:04:03 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |300000 |170000 |72 |3 |NULL |Full day tour Laguna San Rafael |auto |300000 |NULL |Español |05:30 |100p-7days |0 |Aisén Del Gral. Carlos Ibáñez Del Campo |fotosur patagonia |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
137 |41 |Valparaiso: Ciudad de Pescadores |  Conozca la vida de los pescadores en la caleta Portales.   Disfrute de la dinámica de la vida silvestre de gaviotas, pelícanos, leones marinos y su contacto con los pescadores.   Tenga la experiencia de conocer uno de los mercados locales de Valparaíso que son la herencia de toda una vida dedicada al mar.   |  Entrada principal del monumento en Plaza Sotomayor. Valparaíso.   |valparaiso-ciudad-de-pescadores |15000 |3000 |2019-09-01 |2021-12-31 |2019-08-28 17:36:12 |2019-12-23 16:01:18 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |15000 |3000 |2 |1 |2019-10-24 |Valparaiso: City of Fishermen |auto |15000 |4 |Español,Inglés |10:00 |100p-7days |0 |Valparaíso |Still Travelling |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
138 |41 |Viña del Mar: Ciudad Jardín y Litoral Costero |  Una hermosa y saludable por los principales atracciones del litoral costero de Viña del Mar.   Visitaremos lugares de interés histórico y atracciones turísticas que hacen de la ciudad el destino predilecto en Chile de muchos nacionales y turistas desde inicios del siglo XX.   |  Reloj de Flores de Viña del Mar.   Recojo en el hotel (opcional).   Dias de operación: de Lunes a Domingo    |vina-del-mar-ciudad-jardin-y-litoral-costero |15000 |1000 |2019-09-01 |2022-12-31 |2019-08-28 18:16:34 |2022-02-21 11:09:07 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |15000 |1000 |24 |1 |2019-10-24 |Viña del Mar: Garden City and Coastal Coast |auto |15000 |2 |Español,Inglés |11:00 |100p-7days |0 |Valparaíso |Still Travelling |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
139 |66 |Isla Pingüinos y Costa Cachagua |  Hay seres naturalmente adorables y, sin dudas, los pingüinos son uno de ellos. Entre elegantes y cómicos, nadie podría pasar cerca de un par de estas criaturas sin querer pararse a mirarlos un lindo rato. Imagínense, entonces, entrar en una isla que es hogar de cientos. Irresistible, ¿verdad?         |  Ida y retorno a su hotel o domicilio.   Dias de operación:  de Lunes a Domingo   |isla-pinguinos-y-costa-cachagua |127000 |127000 |2019-08-31 |2022-12-31 |2019-08-28 21:48:57 |2022-02-21 09:43:24 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |127000 |127000 |24 |2 |2019-10-24 |Penguin Island and Costa Cachagua |auto |127000 |8 |Español,Inglés,Portugués |09:00 |100p-7days |1 |Valparaíso |Terraventura Outdoor |Turismoi - E-Comerce |2 |1 |0 |0 |0 |0 |0
140 |66 |Paseos 4x4 por las Dunas de Ritoque |  Paseos 4x4 por dunas de Ritoque y caminatas por las playa.  Visita a Playa virgen de Ritoque y Bosque de Pinos.  Vista maravillosa a ConCon y Quinteros y Valle desde lo alto de dunas.   |  Hotel o direccion en Valparaiso - Viña del Mar.   Dias de operación:  de Lunes a Domingo   |paseos-4x4-por-las-dunas-de-ritoque |69000 |69000 |2019-08-31 |2022-12-31 |2019-08-28 22:13:14 |2022-02-21 09:44:39 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |69000 |69000 |24 |2 |2019-10-24 |4x4 walks through the Dunes of Ritoque |auto |69000 |4 |Español,Inglés,Portugués |09:30 |100p-7days |0 |Valparaíso |Terraventura Outdoor |Turismoi - E-Comerce |4 |1 |0 |0 |0 |0 |1
141 |61 |Descubre el Salar de Atacama |  Vivirás una experiencia única con nosotros.  Nuestras excursiones las realizamos con grupos pequeños para tener mas tiempo donde mas importa en terreno, haremos detenciones en lugares únicos para que puedas tomar tus mejores fotos, nuestros guías te entregaron información y guiaran para que tengas un día entretenido.   |  En todas las excursiones de salida por la mañana te recogeremos en tu lugar de alojamiento, al igual que a todos los pasajeros.   En las actividades por la tarde nos juntaremos siempre unos 10 minutos antes en nuestra ubicacion, según horarios indicados para cada actividad.  Todos los Tours terminan en el estacionamiento municipal.   |descubre-el-salar-de-atacama |98000 |98000 |2019-09-01 |2021-12-31 |2019-08-28 22:19:02 |2019-11-13 11:12:21 |3 |2 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |98000 |98000 |6 |1 |2019-11-13 |Discover the Salar de Atacama |auto |98000 |NULL |Español |07:00 |100p-7days |0 |Antofagasta |Base Camp Andes Wild |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
142 |66 |Parque Nacional la Campana |  Senderismo al Parque Nacional la Campana   4.5 hrs de caminata, 3.5 hrs descendentes.   Nivel de dificultad: medio   |  Recojo y retorno hotel o domicilio particular.   Dias de operación:  de Lunes a Domingo   Temporada:  de Enero a Abril y de Octubre a Diciembre   |parque-nacional-la-campana |129720 |129720 |2019-08-31 |2022-12-31 |2019-08-28 22:40:28 |2022-02-21 09:56:07 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |129720 |129720 |24 |2 |2019-10-24 |La Campana National Park |auto |129720 |NULL |Español,Inglés,Portugués |07:00 |100p-7days |0 |Valparaíso |Terraventura Outdoor |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
143 |68 |Mercados de Santiago |  Pedalea junto a nosotros por algunos de los mercados más famosos de Sudamérica.   Llena tus sentidos con frutas, verduras y mariscos que solo podrás encontrar en Chile.   En bicicleta llegarás a lugares fuera de los circuitos turísticos tradicionales donde viven los auténticos habitantes de Santiago.   Recorre las paredes llenas de graffitis del Barrio Bellavista y aprende sobre la inmigración de coreanos, palestinos y peruanos.   No olvides llevar tu cámara de fotos pues son pocos los turistas que llegan a estos lugares.   Al terminar este paseo tendrás una nueva comprensión de la cultura y la historia de la capital de Chile y sabrás dónde encontrar tu siguiente comida, que será increíblemente sabrosa!   |  Todos los días a las 9:30 de la mañana hasta las 12:30.   El punto de encuentro es en La Bicicleta Verde oficina, Loreto 6.     |mercados-de-santiago |25000 |12500 |2013-09-01 |2021-12-31 |2019-08-29 09:36:31 |2019-12-26 15:01:25 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |25000 |12500 |24 |1 |2019-10-23 |Santiago Markets |auto |25000 |3 |Español,Inglés |09:30 |100p-7days |0 |Metropolitana De Santiago |La Bicicleta Verde |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
