tour_id|tour_user_id|tour_name|tour_description|tour_note|tour_includes|tour_not_includes|tour_starter_point|URL|tour_price|tour_price_note|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
226 |100 |Cabalgata Astronómica en Vicuña |Todo un potencial sensorial cuando se interceptan los colores cálidos del atardecer en las montañas y a caballo, junto a un guía local, ingresan por senderos alternativos usado tradicionalmente por los <i>huasos</i>, hasta que cae la noche y en absoluta oscuridad los recibimos en un anfiteatro emplazado en la montaña, bajo la magia de la noche <i>elquina</i>.<br> |<ol><li><strong>Recomendaciones:</strong>&nbsp; Cenar antes, vestir pantalón largo, zapato cerrado y portar abrigo.&nbsp;</li><li>Ruta recomendada para adultos</li><li>Tarifa rebajada se cancela para niños de 8 a 12 años</li></ol> |<ul><li>Cabalgata de 1 hora al atardecer</li><li> Instrucciones básicas para montar</li><li>Guía astronómico bilingue</li><li>Observación con telescopio de 20 pulgadas,</li><li> Degustación de Pisco sour para adultos o jugo de uva natural</li><li>Fotografía nocturna en formato digital</li><li>Traslado a nuestra oficina en Pisco Elqui.</li></ul> |<ul><li>Alimentación</li><li>Acceso a baño</li></ul> |<ul><li><b>Desde Vicuña.&nbsp;</b></li><li>Coordinar con el operador.</li></ul> |cabalgata-astronomica-en-vicuna |38000 |NULL |34000 |2020-01-14 |2021-12-31 |2020-01-14 18:11:46 |2020-01-31 18:31:26 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |38000 |34000 |2 |2 |2020-01-15 |Astronomical Cavalcade in Vicuña |auto |38000 |4 |Español,Inglés |20:00 |100p-7days |0 |Coquimbo |turismo  migrantes |Turismoi - E-Comerce |19 |0 |0 |0 |0 |0 |2
227 |100 |Tour Astro Experiencia |<div>Tour astronómico al aire libre con el telescopio más grande del pueblo, ideal para compartir en familia o con amigos.</div> |<ol><li>Los pasajeros deben vestir muy abrigados, cenar anticipadamente y pasar al baño antes del tour ya que es en la montaña y no hay servicios higiénicos.</li></ol> |<ul><li>Transporte de ida y vuelta</li><li>Guía astronómico</li><li>Copa de pisco sour</li><li>Retrato digital.<br></li></ul> |<ul><li>Snack</li></ul> |<ul><li><b>Punto inicio del tour:&nbsp;</b><b>&nbsp;</b>Agencia de Turismo ubicadas en Pisco Elqui.</li><li><b>Hora de inicio del tour:</b> 18:30 (sujeto a cambios de horario según estación)<br></li><li><b>Duración del tour:</b> 3 horas aprox.</li><li><b>Días de operación:</b> lunes a sábado</li></ul> |tour-astro-experiencia |28000 |NULL |20000 |2022-01-01 |2022-12-31 |2020-01-15 13:02:01 |2022-06-23 16:22:55 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |28000 |20000 |24 |2 |2022-06-23 |Astro Experience Tour |auto |28000 |3 |Español |18:30 |100p-24hours |0 |Coquimbo |turismo  migrantes |Turismoi - E-Comerce |4 |2 |0 |1 |0 |0 |2
228 |123 |Tour Ascensores y Miradores de Valparaiso |<div><div>Comenzamos el recorrido <b>visitando el ascensor Polanco</b> en el lado norte de la ciudad y su hermosa vista desde lo alto en 360 grados saliendo posteriormente a conocer los graffities  que adornan las paredes del barrio.<br><br>Imperdible para los amantes de la fotografía y la aventura.<br></div></div> |<ol><li><b>Mediante ésta ruta el viajero conocera parte de la historia de la ciudad</b>, la vida del día a día de los habitantes , disfrutara de&nbsp; bellos miradores&nbsp; y la arquitectura tipica que hay en cada rincón, arte graffitero y en especial podra llevarse bellas postales fotograficas.&nbsp;</li><li>Este TOUR es apto para todo publico , niños, jovenes y adultos . Parte la realizamos caminando y otra con movilización<b> pública junto a GUIAS LOCALES</b>.</li></ol> |<ul><li>Incluye los ticket de ascensores y helados YORK.</li></ul> |<ul><li>No incluye almuerzo ni adicionales</li></ul> |<ul><li>Partimos desde la puerta del CONGRESO nacional ubicado en Calle Pedro Montt al llegar a Avenida Argentina.</li><li>Duracion del tour 4 a 5 horas</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul> |tour-ascensores-y-miradores-de-valparaiso |25000 |NULL |NULL |2020-01-17 |2022-12-31 |2020-01-16 13:54:29 |2022-02-21 13:29:08 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |25000 |NULL |24 |2 |2020-01-22 |Valparaiso Elevators and Lookouts Tour |auto |25000 |4 |Español,Inglés |10:00 |100p-7days |0 |Valparaíso |Turismo Fusion |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
229 |165 |Valle del Arcoiris |Visitamos: Petroglifos, formas geológicas, Hierbas Buenas y las montañas coloridas del Valle del Arcoíris. | |Transporte, guia y desayuno. |Entrada al parque.<br>Valor de la entrada: $ 3.000 CLP |Hora de salida: 8h/8H30- desde hotel en San Pedro de Atacama;  Hora de retorno: 13h;&nbsp; |valle-del-arcoiris |30000 |NULL |30000 |2020-02-01 |2022-12-31 |2020-01-20 18:22:13 |2021-09-17 09:40:21 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |30000 |30000 |72 |1 |NULL |Rainbow Valley |auto |30000 |5 |Español,Inglés,Portugués |08:00 |100p-7days |0 |Antofagasta |ATACAMA CONNECTION |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
230 |165 |Geysers del Tatio (Antofagasta) |<ul><li>Visitamos: Campo geotérmico, piscina termal, río Putana, pueblo de Machuca y cañón de cactus de Guatin.</li></ul> | |<ul><li>Transporte</li><li>Guia</li><li>Desayuno.</li></ul> |<ul><li>Entrada al parque.</li><li>Valor de la entrada: $ 10.000 CLP.<br></li></ul><br> |<ul><li>Hora de salida: 4h30/5h - desde hotel en San Pedro de Atacama;  Hora de retorno: 12h</li><li>Coordinar con el operador.</li></ul> |geysers-del-tatio-antofagasta |30000 |NULL |30000 |2020-02-01 |2021-12-31 |2020-01-20 18:26:50 |2020-04-07 12:16:11 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |30000 |30000 |72 |1 |2020-04-07 |Tatio Geysers (Antofagasta) |auto |30000 |8 |Español,Inglés,Portugués |04:30 |100p-7days |0 |Antofagasta |ATACAMA CONNECTION |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
231 |165 |Excusión Al Valle de la Luna y de la Muerte |Descubre el paisaje lunar del&nbsp;Valle de la Luna&nbsp;y el Valle de la&nbsp;Muerte&nbsp;durante un tour espectacular desde San Pedro de Atacama. Contempla el atardecer y demás en el desierto más árido del mundo.<br> |<ol><li>Operador con medidas anticovid19</li></ol> |<ul><li>Transporte</li><li>Guía&nbsp;</li><li>Agua</li></ul> |<ul><li>Entrada: $ 4.000 CLP</li></ul> |<ul><li>Salida del tour a las 15:45PM en la calle Tocopilla (Coordinar con el operador) - San Pedro.</li></ul> |excusion-al-valle-de-la-luna-y-de-la-muerte |20000 |NULL |20000 |2020-02-01 |2021-12-31 |2020-01-20 18:51:13 |2020-08-20 18:13:33 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |20000 |20000 |24 |1 |2020-08-20 |Excursion to the Valley of the Moon and of Death |auto |20000 |4 |Español,Inglés,Portugués |16:00 |100p-7days |0 |Antofagasta |ATACAMA CONNECTION |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |1
232 |164 |Tour en el Embalse del Yeso y Laguna de los Patos |<strong>Trekking y Tour a la Laguna de los Patos:<br></strong><br><strong>La Laguna de los Patos, Embalse del Yeso y Termas del Plomo</strong>&nbsp;son un mix de esos perfectos para impregnarse de montañas en los&nbsp;<strong>Andes Chilenos</strong>. Los tres atractivos se encuentran en un solo valle formado por el gran y bondadoso río Yeso, en la localidad del <b>Cajón del Maipo.</b><br> |<ol><li>El servicio turístico podría brindarse en Modo Compartido</li><li>El servicio está sujeto a condiciones climáticas.</li><li>No se realizan devoluciones, por cancelaciones.</li><li>La actividad está sujeta a disponibilidad y condiciones climáticas.</li><li>IMPORTANTE: EL TOUR NO ES APTO PARA NIÑOS (TOUR PROPICIO PARA PERSONAS A PARTIR DE 15 AÑOS).</li></ol> |<ul><li>Transporte.</li><li>Entrada a las termas.</li><li>Guía Bilingüe, registrado en Sernatur.</li><li>Desayuno Campestre.</li><li>Picnic / Incluye: Humus, Quesos de la zona, Aceitunas, fruta, vegetales y Vino Chileno.</li><li>Bastones de Trekking.</li><li>Como tomamos muchas fotos, las vamos a compartir con usted.</li></ul> |<ul><li>Seguros.</li><li>Propinas (Son voluntarias).</li><li>No incluye nada&nbsp;que no se haya mencionado.</li></ul> |<ul><li>Áreas de hoteles ubicados en las comunas de Las Condes, Vitacura, Povidencia y Santiago Centro.</li><li>Se excluyen hoteles situados fuera del perímetro indicado.</li><li>Coordinar con el operador.</li></ul> |tour-en-el-embalse-del-yeso-y-laguna-de-los-patos |85000 |NULL |85000 |2020-02-10 |2021-12-31 |2020-01-22 14:31:22 |2020-02-14 18:48:22 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |90000 |90000 |48 |2 |2020-02-14 |Tour at the Yeso Reservoir and Laguna de los Patos |auto |85000 |NULL |Español,Inglés |07:00 |100p-7days |0 |Metropolitana De Santiago |Geotrekking |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
233 |104 |Tour por Fray Jorge + Valle del Encanto |Este tour esta destinado a conocer <b>la flora y fauna autóctona en una region del norte de Chile</b> donde&nbsp; la vegetación no es muy abundante y donde prácticamente no se encuentran bosques de gran altura y muy frondosos como los hay en el sur del país.&nbsp;<br><br>Es algo muy inusual, ya que este parque así tan frondoso y húmedo solo se ve en el sur de Chile, pero acá en la región de Coquimbo se logra este fenómeno gracias a la camanchaca costera y a un micro clima existente en la zona.<br><br>También se visitan petroglífos y pictografías de nuestras culturas ancestrales como lo eran los <b>DIAGUITAS y MOLLES.</b><br> |<ol><li>Servicio se brinda en Modo Compartido (con más pasajeros en el grupo).</li><li>Los tours y actividades realizados por este Operador tienen poco nivel de riesgo y dificultad y brindan la seguridad necesaria.</li><li>Servicio está sujeto a variación sin previo aviso, por cuestiones climatológicas (lluvias, huaycos, desbordes, etc), huelgas y/o manifestaciones y cualquier otro evento que no permita el desarrollo normal del itinerario.</li><li>Cualquier cancelación del servicio por los motivos indicados, no aplica devolución.</li><li>En tal caso, el Operador podría llevar a cabo un plan de contingencia con un tour alternativo y/o variar el itinerario a criterio, siempre para garantizar la seguridad del viajero y el mejor desarrollo del servicio en su totalidad.</li><li>Si decide retirarse antes de finalizar el servicio, tampoco aplica devolución.</li><li>Si no asiste el día del servicio, será considerado como "Realizado" sin lugar a Reclamos, Postergaciones ni Devoluciones.</li></ol> |<ul><li>El tour incluye: Transporte ida y vuelta desde el lugar de alojamiento ,o el que se acuerde en ese momento.</li><li>Guia en español o en Ingles si asi lo amerita , en todo el recorrido.</li><li>Entradas en&nbsp; los lugares a visitar.</li><li>Almuerzo en retorant.</li></ul> |<ul><li>Propinas donde se requiera , ni pago por entrar a servicios higiénicos.</li></ul> |<ul><li><b>Desde Ovalle.</b></li><li>El lugar de partida se acuerda en el momento de hacer la reserva el turista , porque en algunos casos se les va a buscar al lugar de alojamiento y en otros no, ya que se salen del radio urbano hasta donde el transporte usualmente puede llegar.</li></ul> |tour-por-fray-jorge-valle-del-encanto |68000 |NULL |35000 |2020-01-01 |2020-03-31 |2020-01-23 15:14:04 |2020-03-04 12:00:28 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |72000 |48000 |48 |4 |NULL |Tour by Fray Jorge + Valle del Encanto |auto |68000 |7 |Español,Inglés |08:30 |100p-7days |0 |Coquimbo |kantur |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
234 |165 |Lagunas Altiplanicas y Piedras Rojas |Visitamos: Salar de Atacama, Laguna Chaxa, Laguna Miscanti, Laguna Miñiques, pueblo de Toconao, pueblo de Socaire, miradores de Piedras Rojas y Trópico de Capricornio. | |Transporte, guia, desayuno y almuerzo.&nbsp; |Entrada: $ 5.500 CLP |Salida 6h30/7h - Hotel en San Pedro de Atacama |lagunas-altiplanicas-y-piedras-rojas |60000 |NULL |60000 |2020-02-01 |2022-12-31 |2020-01-24 16:21:46 |2021-09-17 09:41:32 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |60000 |60000 |0 |1 |NULL |Altiplanic Lagoons and Red Stones |auto |60000 |NULL |Español,Inglés,Portugués |06:30 |100p-7days |0 |Antofagasta |ATACAMA CONNECTION |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
235 |167 |Cordillera a Mar- 3d/2n |Te invitamos a explorar el desierto más árido del planeta junto a una esencia científica simplista enfocada en la geología, donde sólo se requiere tu contemplación, observación y disfrute.<br><br>Un fascinante recorrido por el patrimonio geológico de&nbsp;<b>Atacama</b>. Diseñamos para ti, este pack turístico que reúne los atractivos sobresalientes de este mágico rincón. Visitaremos los&nbsp;<b>altos Andes, la duna Medanoso y el borde costero.</b><br><br><b>Planea tu aventura en Atacama y permite que el desierto te cautive con su magia.</b><br> |<ol><li>*Tour para mayores de 12 años<br><div><b><br></b></div><div><b>Condiciones de reserva.</b></div><div><br></div><div>▪ Si usted no se presenta o cancela el circuito luego que haber realizado su reserva, no se</div><div>hará devolución de dinero. Sin embargo, su reserva se mantendrá vigente y podrá</div><div>reprogramar la excursión en un plazo máximo de 6 meses.</div><div><br></div><div><br></div><div><b>Políticas de seguridad:</b><br></div><div><b><br></b></div><div>La agencia de operadores turísticos Geoturismo Lickanantay Ltda., otorga información respecto a</div><div>seguridad y políticas de nuestra empresa.</div><div>❖ Políticas de Gestión Seguridad, Salud ocupacional y Medio Ambiente.</div><div>❖ Política Interna.</div><div>❖ Plan de Prevención y Manejo de Riesgos (Ley 20.423 – Decreto 222)</div><div>❖ Plan de Emergencias (Ley 20.423 – Decreto 222).</div><div>❖ Procedimientos de actividad a realizar.</div><div>❖ Protocolos de seguridad en actividad de deportes aventura.<br><br></div><div>Nota: Como cliente, cuentas con el derecho de exigir documentación necesaria para tu seguridad.<br><br></div><div><b>Principales recomendaciones<br><br></b></div><div>✔ Firmar la ficha de aceptación de riesgo al comienzo de la actividad, que en el caso de niñas, niños</div><div>y adolescentes, debe ser firmada por el padre, madre o tutor.</div><div>✔ Solicitar conocer la ficha de la actividad, el plan de manejo de riesgos y el plan de emergencias</div><div>antes de realizar la actividad.</div><div>✔ Exigir una charla instructiva, además del acompañamiento y supervisión de un guía.</div><div>✔ Informarse de los límites de edad y características que deben tener antes de realizar una actividad.</div><div>✔ Verificar si la empresa cuenta con seguros de accidentes para los participantes.</div><div>✔ Corroborar si el lugar donde se realizará la actividad cuenta con equipamiento en buen estado.</div><div>✔ Constatar que se respete el precio publicado por realizar la actividad contratada y que se informe</div><div>adecuadamente sobre lo que está incluido y no incluido en el servicio</div><div><br></div><div><b>Sugerencias personales</b></div><div><b><br></b></div><div>✔ Para su equipaje, prefiera llevar una mochila ligera (20 a 40 litros).</div><div>✔ Lleve elementos de aseo personal; protector solar +30, repelente de insectos, alcohol gel,</div><div>medicamentos personales, papel higiénico.</div><div>✔ Utilizar un vestuario acorde al destino a visitar (informarse sobre el clima).</div><div>✔ Use calzado que permita sentirse cómodo (deportivo o trekking).</div><div>✔ Evite llevar joyas u objetos de valor.</div><div>✔ Absténgase de irrumpir la flora, fauna y/o patrimonios culturales de las zonas visitadas.</div><div>✔ No se desvié de la ruta, procure no separarse del grupo y manténgase acompañado del guía a</div><div>cargo.</div><div>✔ Antes, durante y después del viaje mantente siempre hidratado.</div><div>✔ ¡NO TIRES TU BASURAAL SUELO, NOSOTROS DESIGNAMOS RECIPIENTES!</div></li></ol> |<ul><li>Video de la experiencia (dron)</li><li>Guía especializado en geología.</li><li>Oxígeno portátil.</li><li>Alimentación (snack y almuerzos).</li><li>Transporte.</li><li>Jornada de sanboard</li><li>Navegación en velero.</li><li>Entrada al P.N. Nevado Tres Cruces.</li></ul> |<ul><li>Hospedaje. (Realizamos recomendaciones).</li><li>Material didáctico (mapas y guías geológicas).</li></ul> |<ul><li>Recogida en el Hotel, ya sea de <b>Copiapó o Caldera. </b></li><li>Coordinar con el operador.</li></ul> |cordillera-a-mar-3d-2n |250000 |NULL |250000 |2020-01-31 |2021-12-31 |2020-01-28 14:18:33 |2020-02-10 11:54:20 |3 |2 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |300000 |300000 |72 |2 |2020-01-31 |Cordillera a Mar- 3d / 2n |auto |250000 |NULL |Español,Inglés |06:00 |100p-7days |0 |Atacama |Geoturismo Lickanantay |Turismoi - E-Comerce |-1 |0 |0 |0 |0 |0 |1
236 |168 |Valparaiso y Viña del Mar Full Day |<ul><li>Disfruta Valparaíso y Viña del mar con la mejor compañía con&nbsp;guías capacitados para hacer de tu experiencia la mejor.</li></ul> | |<ul><li>Guia</li><li>Transporte</li><li>Seguro de asiento.</li></ul> |<ul><li>Almuerzo</li><li>Cualquier otro gasto aparte.</li></ul> |<ul><li>Lugar de partida en el lugar de residencia/hospedaje del pasajero.</li><li>Coordinar con el operador.</li></ul> |valparaiso-y-vina-del-mar-full-day |33000 |NULL |33000 |2020-01-29 |2021-12-31 |2020-01-29 11:47:23 |2020-04-20 10:36:39 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |33000 |33000 |24 |1 |2020-01-31 |Valparaiso and Viña del Mar Full Day |auto |33000 |8 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Valparaíso |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
237 |168 |City Tour en Santiago de Chile |<ul><li>City tour por Santiago visitando los rincones mas importantes de la capital.</li></ul> | |<ul><li>Guía&nbsp;</li><li>Transporte</li><li>Seguro de asiento</li></ul> |<ul><li>Almuerzo</li><li>Otros gastos aparte de los mencionados.</li></ul> |<ul><li>Se recoge a los pasajeros en su lugar de residencia/ alojamiento.</li><li>Coordinar con el operador.</li></ul> |city-tour-en-santiago-de-chile |24000 |NULL |24000 |2020-01-29 |2020-04-30 |2020-01-29 13:52:55 |2020-04-28 16:49:59 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |24000 |24000 |24 |1 |NULL |City Tour in Santiago de Chile |auto |24000 |4 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Metropolitana De Santiago |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
238 |168 |Viña Casas del Bosque |<ul><li>Tour hacia la viña ''Casas del bosque'' ubicada en el valle de Casablanca con degustacion de maravillosos vinos.</li></ul> | |<ul><li>Guia</li><li>Transporte</li><li>Entrada a la viña</li><li>Seguro de asiento</li></ul> |<ul><li>Almuerzo</li><li>Otras actividades ofrecidas por la viña</li></ul> |<ul><li>Se recoge a los pasajeros en su lugar de residencia/alojamiento.</li><li>Coordinar con el operador.</li></ul> |vina-casas-del-bosque |40000 |NULL |40000 |2020-01-29 |2021-12-31 |2020-01-29 14:09:50 |2020-01-31 19:11:52 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |40000 |40000 |24 |1 |2020-01-31 |Viña Casas del Bosque |auto |40000 |5 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Valparaíso |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
239 |168 |Viña Indomita- Full Day |<ul><li>Visita a la viña Indomita en el <b>valle de Casablanca, tour y degustacion.</b></li></ul> |<ol><li>Servicio se brinda en Modo Compartido (con más pasajeros en el grupo).</li><li>Los tours y actividades realizados por este Operador tienen poco nivel de riesgo y dificultad y brindan la seguridad necesaria.</li><li>Servicio está sujeto a variación sin previo aviso, por cuestiones climatológicas (lluvias, huaycos, desbordes, etc), huelgas y/o manifestaciones y cualquier otro evento que no permita el desarrollo normal del itinerario.</li><li>Cualquier cancelación del servicio por los motivos indicados, no aplica devolución.</li><li>En tal caso, el Operador podría llevar a cabo un plan de contingencia con un tour alternativo y/o variar el itinerario a criterio, siempre para garantizar la seguridad del viajero y el mejor desarrollo del servicio en su totalidad.</li><li>Si decide retirarse antes de finalizar el servicio, tampoco aplica devolución.</li><li>Si no asiste el día del servicio, será considerado como "Realizado" sin lugar a Reclamos, Postergaciones ni Devoluciones.</li></ol> |<ul><li>Guia</li><li>Transporte</li><li>Entrada a la viña</li><li>Seguro de asiento</li></ul> |<ul><li>Almuerzo</li><li>Propinas</li><li>Otras actividades ofrecidas por la viña</li></ul> |<ul><li><b>Desde Casablanca.</b></li><li>Se recoge a los pasajeros en su lugar de residencia/alojamiento.</li></ul> |vina-indomita-full-day |40000 |NULL |40000 |2020-01-29 |2021-12-31 |2020-01-29 14:41:07 |2020-01-31 19:15:21 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |40000 |40000 |24 |2 |2020-01-31 |Indomita Vineyard - Full Day |auto |40000 |4 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Valparaíso |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
240 |171 |Caminata por Valparaíso- City Tour |<ul><li><b>La ciudad de Valparaiso</b> fue declarada patrimonio de la Humanidad en el año 2003, considerada como una de las ciudades pioneras en desarrollar la Globalizacion.<br><br></li><li>Es por lo mismo que te invitamos a conocerla con un guía local de cerro 47 tours.<br><br></li><li>Nuestros recorridos son en formato Walking Tours ingresando por diferentes lugares de la ciudad para así al finalizar la experiencia ustedes pueda concluir que conoció la ciudad en su forma turística pero al mismo tiempo en lo cotidiano. </li></ul> |<ol><li>Servicio se brinda en Modo Compartido (con más pasajeros en el grupo).</li><li>Los tours y actividades realizados por este Operador tienen poco nivel de riesgo y dificultad y brindan la seguridad necesaria.</li><li>Servicio está sujeto a variación sin previo aviso, por cuestiones climatológicas (lluvias, huaycos, desbordes, etc), huelgas y/o manifestaciones y cualquier otro evento que no permita el desarrollo normal del itinerario.</li><li>Cualquier cancelación del servicio por los motivos indicados, no aplica devolución.</li><li>En tal caso, el Operador podría llevar a cabo un plan de contingencia con un tour alternativo y/o variar el itinerario a criterio, siempre para garantizar la seguridad del viajero y el mejor desarrollo del servicio en su totalidad.</li><li>Si decide retirarse antes de finalizar el servicio, tampoco aplica devolución.</li><li>Si no asiste el día del servicio, será considerado como "Realizado" sin lugar a Reclamos, Postergaciones ni Devoluciones.</li></ol> |<ul><li>Degustacion de bebida tipica de la ciudad. </li></ul> |<ul><li>Valores Ticket de transporte trolleybus</li><li>Valores Ticket de transporte Ascensor (Funicular)</li><li>Consumo en Locales durante la experiencia</li></ul> |<ul><li><b>En la Plaza Anibal Pinto.</b></li><li>Una vez reservado, se coordina con el operador.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul> |caminata-por-valparaiso-city-tour |20000 |NULL |20000 |2020-01-01 |2022-12-31 |2020-01-30 06:50:00 |2022-02-21 13:31:43 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |20000 |20000 |24 |1 |2020-01-31 |Walk through Valparaíso- City Tour |auto |20000 |2 |Español,Inglés |09:00 |100p-7days |0 |Valparaíso |Cerro 47 Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
241 |168 |Viña Estancia el Cuadro en Casablanca |<ul><li>Visitaremos la viña estancia el cuadro donde haremos un viaje al pasado en el<b> mundo del vino.</b></li></ul> |<ol><li>Servicio se brinda en Modo Compartido (con más pasajeros en el grupo).</li><li>Los tours y actividades realizados por este Operador tienen poco nivel de riesgo y dificultad y brindan la seguridad necesaria.</li><li>Servicio está sujeto a variación sin previo aviso, por cuestiones climatológicas (lluvias, huaycos, desbordes, etc), huelgas y/o manifestaciones y cualquier otro evento que no permita el desarrollo normal del itinerario.</li><li>Cualquier cancelación del servicio por los motivos indicados, no aplica devolución.</li><li>En tal caso, el Operador podría llevar a cabo un plan de contingencia con un tour alternativo y/o variar el itinerario a criterio, siempre para garantizar la seguridad del viajero y el mejor desarrollo del servicio en su totalidad.</li><li>Si decide retirarse antes de finalizar el servicio, tampoco aplica devolución.</li><li>Si no asiste el día del servicio, será considerado como "Realizado" sin lugar a Reclamos, Postergaciones ni Devoluciones.</li></ol> |<ul><li>Guia</li><li>Transporte</li><li>Entrada a la viña</li><li>Seguro de asiento</li></ul> |<ul><li>Almuerzo</li><li>Propinas</li><li>Otras actividades ofrecidas por la viña</li></ul><br> |<ul><li><b>Desde Casablanca.&nbsp;</b></li><li>Se recoge a los pasajeros en su lugar de residencia/alojamiento.</li></ul> |vina-estancia-el-cuadro-en-casablanca |41000 |NULL |41000 |2020-01-29 |2021-12-31 |2020-01-30 07:54:58 |2020-04-20 10:37:26 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |41000 |41000 |24 |1 |2020-01-31 |Vineyard Estancia el Cuadro in Casablanca |auto |41000 |4 |Español,Inglés,Portugués |09:00 |100p-7days |0 |Valparaíso |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
242 |168 |Tour Viñamar- Full Day |Se visita la<b> viña mar, con tour y degustacion.</b> |<ol><li>Servicio se brinda en Modo Compartido (con más pasajeros en el grupo).</li><li>Los tours y actividades realizados por este Operador tienen poco nivel de riesgo y dificultad y brindan la seguridad necesaria.</li><li>Servicio está sujeto a variación sin previo aviso, por cuestiones climatológicas (lluvias, huaycos, desbordes, etc), huelgas y/o manifestaciones y cualquier otro evento que no permita el desarrollo normal del itinerario.</li><li>Cualquier cancelación del servicio por los motivos indicados, no aplica devolución.</li><li>En tal caso, el Operador podría llevar a cabo un plan de contingencia con un tour alternativo y/o variar el itinerario a criterio, siempre para garantizar la seguridad del viajero y el mejor desarrollo del servicio en su totalidad.</li><li>Si decide retirarse antes de finalizar el servicio, tampoco aplica devolución.</li><li>Si no asiste el día del servicio, será considerado como "Realizado" sin lugar a Reclamos, Postergaciones ni Devoluciones.</li></ol> |<ul><li>Guia</li><li>Transporte</li><li>Entrada a la viña</li><li>Seguro de asiento</li></ul> |<ul><li>Almuerzo</li><li>Propinas</li><li>Otras actividades ofrecidas por la viña</li></ul> |<ul><li><b>Desde Casablanca.</b></li><li>Se recoge a los pasajeros en su lugar de residencia/alojamiento.</li></ul> |tour-vinamar-full-day |41000 |NULL |41000 |2020-01-30 |2020-04-30 |2020-01-30 11:03:26 |2020-01-31 18:53:41 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |41000 |41000 |24 |1 |NULL |Viñamar Tour - Full Day |auto |41000 |NULL |Español,Inglés,Portugués |08:00 |100p-7days |0 |Valparaíso |Enjoy Chile Tours |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
