tour_id	tour_user_id	tour_name	tour_description	tour_starter_point	URL	tour_price	tour_child_price	tour_viality_from	tour_viality_to	tour_created_at	tour_update_at	tour_days	tour_nights	tour_state	tour_hounsing_type	tour_country_id	tour_housing_name	tour_stock	tour_commision	tour_in_home	tour_is_canatour	tour_blocked	tour_adult_foreigner_price	tour_child_foreigner_price	tour_purchase_time	tour_min_passenger	tour_published_on	tour_name_en	tour_translation_mode	tour_list_price	tour_duration_in_hours	tour_language	tour_start_time	tour_cancellation_policy	tour_reservations_count	turismoi_network	saas_network	tour_operador_name	payment_type
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	pago extornado|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	pago aprobado|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	por pagar|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	pago aprobado|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	pago expirado|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	pago aprobado|
69|	25|	Glaciar Grey desde Puerto Natales|	<ul><li>Navegación al glaciar gris es una de las excursiones cautivas durante la visita al Parque Nacional Torres del Paine.&nbsp;</li><li>Este viaje de 3 horas a bordo de nuestro barco "Grey III" permite que todos disfruten de un compuesto único de paisaje floral, exuberante vegetación e imponentes montañas.&nbsp;</li><li>Después de 1 hora de navegación y de ser testigos de hermosos paisajes, llegaremos a la pared frontal del Glaciar Grey, la más importante dentro del Parque Nacional Torres del Paine.</li></ul>|	<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul>|	glaciar-grey-desde-puerto-natales|	192000|	144000|	2019-07-01|	2022-12-31|	2019-07-10 09:56:55|	2022-04-06 13:29:22|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	192000|	144000|	24|	1|	2022-04-06|	Gray Glacier from Puerto Natales|	auto|	192000|	NULL|	Español|	07:00|	100p-7days|	0|	1|	1|	CHIRAK / GRAY LINE CHILE|	NULL|
70|	28|	Full Day Capillas de Mármol|	<ul><li>Disfrute la maravillosa ruta paso Las Llaves que rodea al imponente Lago General Carrera, maravíllese de los hermosos paisajes patagónicos y navegue explorando el Santuario de la Naturaleza Capillas y Catedral de Mármol con formaciones únicas a nivel mundial.</li></ul>|	<ul><li>Chile Chico, retiro en hotel o alojamiento.</li></ul>|	full-day-capillas-de-marmol|	60000|	45000|	2020-01-01|	2020-03-31|	2019-07-30 21:45:45|	2019-12-26 14:07:35|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	60000|	45000|	24|	2|	2019-10-24|	Full Day Marble Chapels|	auto|	60000|	NULL|	Español,Inglés|	09:00|	100p-7days|	1|	1|	1|	Turismo Tramal|	NULL|
70|	28|	Full Day Capillas de Mármol|	<ul><li>Disfrute la maravillosa ruta paso Las Llaves que rodea al imponente Lago General Carrera, maravíllese de los hermosos paisajes patagónicos y navegue explorando el Santuario de la Naturaleza Capillas y Catedral de Mármol con formaciones únicas a nivel mundial.</li></ul>|	<ul><li>Chile Chico, retiro en hotel o alojamiento.</li></ul>|	full-day-capillas-de-marmol|	60000|	45000|	2020-01-01|	2020-03-31|	2019-07-30 21:45:45|	2019-12-26 14:07:35|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	60000|	45000|	24|	2|	2019-10-24|	Full Day Marble Chapels|	auto|	60000|	NULL|	Español,Inglés|	09:00|	100p-7days|	1|	1|	1|	Turismo Tramal|	NULL|
70|	28|	Full Day Capillas de Mármol|	<ul><li>Disfrute la maravillosa ruta paso Las Llaves que rodea al imponente Lago General Carrera, maravíllese de los hermosos paisajes patagónicos y navegue explorando el Santuario de la Naturaleza Capillas y Catedral de Mármol con formaciones únicas a nivel mundial.</li></ul>|	<ul><li>Chile Chico, retiro en hotel o alojamiento.</li></ul>|	full-day-capillas-de-marmol|	60000|	45000|	2020-01-01|	2020-03-31|	2019-07-30 21:45:45|	2019-12-26 14:07:35|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	60000|	45000|	24|	2|	2019-10-24|	Full Day Marble Chapels|	auto|	60000|	NULL|	Español,Inglés|	09:00|	100p-7days|	1|	1|	1|	Turismo Tramal|	pago aprobado|
70|	28|	Full Day Capillas de Mármol|	<ul><li>Disfrute la maravillosa ruta paso Las Llaves que rodea al imponente Lago General Carrera, maravíllese de los hermosos paisajes patagónicos y navegue explorando el Santuario de la Naturaleza Capillas y Catedral de Mármol con formaciones únicas a nivel mundial.</li></ul>|	<ul><li>Chile Chico, retiro en hotel o alojamiento.</li></ul>|	full-day-capillas-de-marmol|	60000|	45000|	2020-01-01|	2020-03-31|	2019-07-30 21:45:45|	2019-12-26 14:07:35|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	60000|	45000|	24|	2|	2019-10-24|	Full Day Marble Chapels|	auto|	60000|	NULL|	Español,Inglés|	09:00|	100p-7days|	1|	1|	1|	Turismo Tramal|	NULL|
